,entity_name_digi,entity_name,value,cor_value,is_equal,is_substring,sequence_matcher,levenshtein_dist,category,pdf_name,word_len,levenshtein_dist_perc,ocr_mistake,ner_mistake
21,total_incl_tax,total_amount_incl_tax,3046.64,3046.64,1,1,1.0,0,amount,2037234,7,0.0,False,False
22,total_rounding,total_amount_rounding,0.00,0.00,1,1,1.0,0,amount,2037234,4,0.0,False,False
23,total_tax,total_amount_tax,528.76,528.76,1,1,1.0,0,amount,2037234,6,0.0,False,False
24,var_sym,var_sym,5202730,5202730,1,1,1.0,0,code,2037234,7,0.0,False,False
0,bank_account,bank_account,35-7092610237/0100,35-7092610237/0100,1,1,1.0,0,code,2037236,18,0.0,False,False
1,bic,bic,KOMBCZPP,KOMBCZPP,1,1,1.0,0,code,2037236,8,0.0,False,False
2,currency,currency,CZK,Kč,0,0,0.4,3,misc,2037236,3,1.0,True,False
3,due_date,date_due,2020-06-20,2020-06-20,1,1,1.0,0,date,2037236,10,0.0,False,False
4,issue_date,date_issue,2020-05-06,2020-05-06,1,1,1.0,0,date,2037236,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-06,2020-05-06,1,1,1.0,0,date,2037236,10,0.0,False,False
6,description,description,Fakturujeme Vám:,Fakturujeme Vám:,1,1,1.0,0,text,2037236,16,0.0,False,False
7,iban,iban,CZ2101000000357092610237,CZ2101000000357092610237,1,1,1.0,0,code,2037236,24,0.0,False,False
8,invoice_id,invoice_id,2201161,2201161,1,1,1.0,0,code,2037236,7,0.0,False,False
9,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou 1,516 01 Rychnov nad Kněžnou 1,0,1,0.835820895522388,11,text,2037236,39,0.28205128205128205,True,False
10,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2037236,10,0.0,False,False
11,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2037236,8,0.0,False,False
12,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2037236,11,0.0,False,False
13,sender_address,sender_address,Jiřího z Poděbrad 162 Borohrádek 517 24,Jiřího z Poděbrad 162,0,1,0.7,18,text,2037236,39,0.46153846153846156,True,False
14,sender_tax_id,sender_dic,CZ26436761,CZ26436761,1,1,1.0,0,code,2037236,10,0.0,False,False
15,sender_register_id,sender_ic,26436761,26436761,1,1,1.0,0,code,2037236,8,0.0,False,False
16,sender_name,sender_name,LAGA Borohrádek s.r.o.,LAGA Borohrádek s.r.o.,1,1,1.0,0,text,2037236,22,0.0,False,False
17,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2037236,2,0.0,False,False
18,total_base,total_amount_base,13817.10,,0,1,0.0,8,amount,2037236,8,1.0,False,True
19,total_due,total_amount_due,16719.00,16719.00,1,1,1.0,0,amount,2037236,8,0.0,False,False
20,total_incl_tax,total_amount_incl_tax,16718.69,,0,1,0.0,8,amount,2037236,8,1.0,False,True
21,total_rounding,total_amount_rounding,0.31,0.31,1,1,1.0,0,amount,2037236,4,0.0,False,False
22,total_tax,total_amount_tax,2901.59,,0,1,0.0,7,amount,2037236,7,1.0,False,True
23,var_sym,var_sym,2201161,2201-161,0,0,0.9333333333333333,1,code,2037236,7,0.14285714285714285,True,False
0,bank_account,bank_account,226557848/0300,226557848/0300,1,1,1.0,0,code,2037237,14,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2037237,3,1.0,True,False
2,due_date,date_due,2020-05-25,2020-05-25,1,1,1.0,0,date,2037237,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2037237,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2037237,10,0.0,False,False
5,description,description,Fakturujeme Vám:,Fakturujeme Vám :,0,0,0.9696969696969697,1,text,2037237,16,0.0625,True,False
6,invoice_id,invoice_id,20200834,20200834,1,1,1.0,0,code,2037237,8,0.0,False,False
7,recipient_address,recipient_address,Třebešov 1 516 01 RYCHNOV NAD KNĚZNOU,RYCHNOV NAD KNĚZNOU,0,1,0.6785714285714286,18,text,2037237,37,0.4864864864864865,True,False
8,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2037237,10,0.0,False,False
9,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2037237,8,0.0,False,False
10,recipient_name,recipient_name,"MATRIX, a.s.","MATRIX, a.s.",1,1,1.0,0,text,2037237,12,0.0,False,False
11,sender_address,sender_address,Komenského 38 Rychnov nad Kněžnou 516 01,Rychnov nad Kněžnou,0,1,0.6440677966101694,21,text,2037237,40,0.525,True,False
12,sender_tax_id,sender_dic,CZ27549909,CZ27549909,1,1,1.0,0,code,2037237,10,0.0,False,False
13,sender_register_id,sender_ic,27549909,27549909,1,1,1.0,0,code,2037237,8,0.0,False,False
14,sender_name,sender_name,ESOP účetní a daňová kancelář s.r.o.,ESOP účetní a daňová,0,1,0.7142857142857143,16,text,2037237,36,0.4444444444444444,True,False
15,total_base,total_amount_base,13300.00,,0,1,0.0,8,amount,2037237,8,1.0,False,True
16,total_due,total_amount_due,16093.00,16093.00,1,1,1.0,0,amount,2037237,8,0.0,False,False
17,total_rounding,total_amount_rounding,0.00,0.00,1,1,1.0,0,amount,2037237,4,0.0,False,False
18,total_tax,total_amount_tax,2793.00,,0,1,0.0,7,amount,2037237,7,1.0,False,True
19,var_sym,var_sym,20200834,20200834,1,1,1.0,0,code,2037237,8,0.0,False,False
0,bank_account,bank_account,2579124369/0800,2579124369/0800,1,1,1.0,0,code,2037326,15,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2037326,3,1.0,True,False
2,due_date,date_due,2020-05-11,2020-05-11,1,1,1.0,0,date,2037326,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2037326,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-11,,0,1,0.0,10,date,2037326,10,1.0,False,True
5,invoice_id,invoice_id,2020000230,2020000230,1,1,1.0,0,code,2037326,10,0.0,False,False
6,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,Iřebešov 1,0,0,0.3829787234042553,28,text,2037326,37,0.7567567567567568,True,False
7,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2037326,10,0.0,False,False
8,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2037326,8,0.0,False,False
9,recipient_name,recipient_name,Matrix a.s,Matrix a.s.,0,1,0.9523809523809523,1,text,2037326,10,0.1,True,False
10,sender_address,sender_address,Na Láni 1408 516 01 Rychnov nad Kněžnou,Na Láni 1408,0,1,0.47058823529411764,27,text,2037326,39,0.6923076923076923,True,False
11,sender_tax_id,sender_dic,CZ7103203404,CZ7103203404,1,1,1.0,0,code,2037326,12,0.0,False,False
12,sender_register_id,sender_ic,11072644,,0,1,0.0,8,code,2037326,8,1.0,False,True
13,sender_name,sender_name,Milan Roušavý,Milan Roušavý,1,1,1.0,0,text,2037326,13,0.0,False,False
14,total_base,total_amount_base,2239.67,2239,0,1,0.7272727272727273,3,amount,2037326,7,0.42857142857142855,True,False
15,total_due,total_amount_due,2710.00,2710.00,1,1,1.0,0,amount,2037326,7,0.0,False,False
16,total_tax,total_amount_tax,470.33,,0,1,0.0,6,amount,2037326,6,1.0,False,True
0,bank_account,bank_account,7739342/0800,7739342/0800,1,1,1.0,0,code,2038074,12,0.0,False,False
1,bic,bic,GIBACZPX,GIBACZPX,1,1,1.0,0,code,2038074,8,0.0,False,False
2,currency,currency,CZK,CZK,1,1,1.0,0,misc,2038074,3,0.0,False,False
3,due_date,date_due,2020-05-21,2021-09-05,0,0,0.7,4,date,2038074,10,0.4,True,False
4,issue_date,date_issue,2020-05-07,2020-05-07,1,1,1.0,0,date,2038074,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-05,2020-05-05,1,1,1.0,0,date,2038074,10,0.0,False,False
6,iban,iban,CZ7708000000000007739342,CZ7708000000000007739342,1,1,1.0,0,code,2038074,24,0.0,False,False
7,invoice_id,invoice_id,52100733,52100733,1,1,1.0,0,code,2038074,8,0.0,False,False
8,invoice_id,invoice_id,52100733,,0,1,0.0,8,code,2038074,8,1.0,False,True
9,recipient_address,recipient_address,Divize Autocentrum Lipovka 142 516 01 Rychnov nad Kněžnou,Di vize Autocentrum,0,0,0.47368421052631576,40,text,2038074,57,0.7017543859649122,True,False
10,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2038074,10,0.0,False,False
11,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2038074,8,0.0,False,False
12,recipient_name,recipient_name,Matrix a. . s .,a. . 5 .,0,0,0.6086956521739131,8,text,2038074,15,0.5333333333333333,True,False
13,recipient_name,recipient_name,MATRIX a.s.,,0,1,0.0,11,text,2038074,11,1.0,False,True
14,sender_address,sender_address,Dvořákova 48 Týniště nad Orlicí 517 21,Týniště nad Orlicí,0,1,0.6428571428571429,20,text,2038074,38,0.5263157894736842,True,False
15,sender_tax_id,sender_dic,CZ48152200,CZ48152200,1,1,1.0,0,code,2038074,10,0.0,False,False
16,sender_register_id,sender_ic,48152200,48152200,1,1,1.0,0,code,2038074,8,0.0,False,False
17,sender_name,sender_name,"HDB, s . r. o .","HDB , 5 . r.",0,0,0.7407407407407407,6,text,2038074,15,0.4,True,False
18,sender_name,sender_name,HDB S . R . 0 .,,0,1,0.0,15,text,2038074,15,1.0,False,True
19,total_base,total_amount_base,3470.25,,0,1,0.0,7,amount,2038074,7,1.0,False,True
20,total_due,total_amount_due,4199.00,,0,1,0.0,7,amount,2038074,7,1.0,False,True
21,total_rounding,total_amount_rounding,0.30,,0,1,0.0,4,amount,2038074,4,1.0,False,True
22,total_tax,total_amount_tax,728.75,,0,1,0.0,6,amount,2038074,6,1.0,False,True
23,var_sym,var_sym,52100733,52100733,1,1,1.0,0,code,2038074,8,0.0,False,False
0,bank_account,bank_account,1387675882/2700,1387675882/2700,1,1,1.0,0,code,2038101,15,0.0,False,False
1,bic,bic,BACXCZPP,BACXCZPP,1,1,1.0,0,code,2038101,8,0.0,False,False
2,currency,currency,EUR,EUR,1,1,1.0,0,misc,2038101,3,0.0,False,False
3,currency,currency,EUR,,0,1,0.0,3,misc,2038101,3,1.0,False,True
4,due_date,date_due,2020-07-05,2020-07-05,1,1,1.0,0,date,2038101,10,0.0,False,False
5,issue_date,date_issue,2020-05-06,2020-05-06,1,1,1.0,0,date,2038101,10,0.0,False,False
6,taxable_supply_date,date_uzp,2020-05-06,706.05.2020,0,0,0.38095238095238093,8,date,2038101,10,0.8,True,False
7,description,description,Fakturujeme Vám dle Vaší objednávky:,Fakturujeme Vám dle Vaší objednávky :,0,0,0.9863013698630136,1,text,2038101,36,0.027777777777777776,True,False
8,exchange_rate,exchange_rate,"27,12","27,12",1,1,1.0,0,misc,2038101,5,0.0,False,False
9,iban,iban,CZ8627000000001387675882,CZ8627000000001387675882,1,1,1.0,0,code,2038101,24,0.0,False,False
10,invoice_id,invoice_id,2200101099,2200101099,1,1,1.0,0,code,2038101,10,0.0,False,False
11,invoice_id,invoice_id,2200101099,2200101099,1,1,1.0,0,code,2038101,10,0.0,False,False
12,order_id,order_id,200214,200214,1,1,1.0,0,code,2038101,6,0.0,False,False
13,recipient_address,recipient_address,Třebešov 1 51601 Třebešov,Třebešov 1,0,1,0.5714285714285714,15,text,2038101,25,0.6,True,False
14,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2038101,10,0.0,False,False
15,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2038101,8,0.0,False,False
16,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2038101,11,0.0,False,False
17,sender_address,sender_address,Novohradská 1737 370 08 České Budějovice 6,370 08 České Budějovice 6,0,1,0.746268656716418,17,text,2038101,42,0.40476190476190477,True,False
18,sender_tax_id,sender_dic,CZ26076420,CZ26076420,1,1,1.0,0,code,2038101,10,0.0,False,False
19,sender_register_id,sender_ic,26076420,26076420,1,1,1.0,0,code,2038101,8,0.0,False,False
20,sender_name,sender_name,Piskač a syn a.s.,Piskač a syn a.s.,1,1,1.0,0,text,2038101,17,0.0,False,False
21,sender_name,sender_name,Piskač a syn a.s.,Piskač a syn a.s.,1,1,1.0,0,text,2038101,17,0.0,False,False
22,total_base,total_amount_base,2839.17,2839.17,1,1,1.0,0,amount,2038101,7,0.0,False,False
23,total_due,total_amount_due,3435.39,3435.39,1,1,1.0,0,amount,2038101,7,0.0,False,False
24,total_incl_tax,total_amount_incl_tax,3435.39,3435.39,1,1,1.0,0,amount,2038101,7,0.0,False,False
25,total_tax,total_amount_tax,596.22,596.22,1,1,1.0,0,amount,2038101,6,0.0,False,False
26,var_sym,var_sym,2200101099,2200101099,1,1,1.0,0,code,2038101,10,0.0,False,False
0,bank_account,bank_account,1298141002/5500,1298141002/5500,1,1,1.0,0,code,2038112,15,0.0,False,False
1,currency,currency,CZK,Kč:,0,0,0.3333333333333333,3,misc,2038112,3,1.0,True,False
2,due_date,date_due,2020-06-30,2020-06-30,1,1,1.0,0,date,2038112,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2038112,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-11,2020-05-11,1,1,1.0,0,date,2038112,10,0.0,False,False
5,description,description,V souladu s naší dohodou Vám fakturuji první část odměny za nové klienty podle stavu fakturace k  31.3.2020,Vsouladu s naší dohodou Vám fakturuji první část odměny za nové klienty podle stavu fakturace,0,0,0.93,14,text,2038112,107,0.1308411214953271,True,False
6,invoice_id,invoice_id,202000013,202000013,1,1,1.0,0,code,2038112,9,0.0,False,False
7,recipient_address,recipient_address,Klimentská 1207/10 11000 Praha Česká republika,Klimentská 1207/10,0,1,0.5625,28,text,2038112,46,0.6086956521739131,True,False
8,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2038112,10,0.0,False,False
9,recipient_register_id,recipient_ic,62915070,629155070,0,0,0.9411764705882353,1,code,2038112,8,0.125,True,False
10,recipient_name,recipient_name,"Fučík & partneři, s.r.o.","Fučík & partneři, s.r.o.",1,1,1.0,0,text,2038112,24,0.0,False,False
11,sender_address,sender_address,Nad úžlabinou 708/1 10800 Praha,Nad úžlabinou 708/1,0,1,0.76,12,text,2038112,31,0.3870967741935484,True,False
12,sender_tax_id,sender_dic,CZ6259091201,CZ6259091201,1,1,1.0,0,code,2038112,12,0.0,False,False
13,sender_register_id,sender_ic,45716587,45716587,1,1,1.0,0,code,2038112,8,0.0,False,False
14,sender_name,sender_name,Ing. Irena Fučíková,Ing. Irena Fučíková,1,1,1.0,0,text,2038112,19,0.0,False,False
15,tax_detail_base,tax_detail_base,0.71,0.71,1,1,1.0,0,amount,2038112,4,0.0,False,False
16,tax_detail_base,tax_detail_base,53605.20,,0,1,0.0,8,amount,2038112,8,1.0,False,True
17,tax_detail_base,tax_detail_base,605.2,,0,1,0.0,5,amount,2038112,5,1.0,False,True
18,tax_detail_tax,tax_detail_tax,0.00,0.00,1,1,1.0,0,amount,2038112,4,0.0,False,False
19,tax_rate,tax_rate,0,,0,1,0.0,1,misc,2038112,1,1.0,False,True
20,total_base,total_amount_base,53605.91,53605.91,1,1,1.0,0,amount,2038112,8,0.0,False,False
21,total_due,total_amount_due,64863.00,,0,1,0.0,8,amount,2038112,8,1.0,False,True
22,total_incl_tax,total_amount_incl_tax,64863.00,64863.00,1,1,1.0,0,amount,2038112,8,0.0,False,False
23,total_rounding,total_amount_rounding,0.00,0.00,1,1,1.0,0,amount,2038112,4,0.0,False,False
24,total_tax,total_amount_tax,11257.09,11257.09,1,1,1.0,0,amount,2038112,8,0.0,False,False
25,var_sym,var_sym,202000013,202000013,1,1,1.0,0,code,2038112,9,0.0,False,False
0,bank_account,bank_account,167058028/5500,167058028/5500,1,1,1.0,0,code,2038425,14,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2038425,3,1.0,True,False
2,due_date,date_due,2020-05-25,2020-05-25,1,1,1.0,0,date,2038425,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2038425,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2038425,10,0.0,False,False
5,description,description,MATRIX a.s. - výměna SFP modulů,,0,1,0.0,31,text,2038425,31,1.0,False,True
6,iban,iban,CZ0855000000000167058028,CZ0855000000000116705802,0,0,0.9583333333333334,2,code,2038425,24,0.08333333333333333,True,False
7,invoice_id,invoice_id,20FV030100000340,20FVO30100000340,0,0,0.9375,1,code,2038425,16,0.0625,True,False
8,recipient_address,recipient_address,"Třebešov 1 516 01, Rychnov nad Kněžnou Česká republika","516 01, Rychnov nad Kněžnou",0,1,0.6666666666666666,27,text,2038425,54,0.5,True,False
9,recipient_address,recipient_address,"Třebešov 1 516 01, Rychnov nad Kněžnou","516 01, Rychnov nad Kněžnou",0,1,0.8307692307692308,11,text,2038425,38,0.2894736842105263,True,False
10,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2038425,10,0.0,False,False
11,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2038425,8,0.0,False,False
12,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2038425,11,0.0,False,False
13,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2038425,11,0.0,False,False
14,sender_address,sender_address,"Masarykova 188 572 01, Polička-Město","572 01, Polička-Město",0,1,0.7368421052631579,15,text,2038425,36,0.4166666666666667,True,False
15,sender_tax_id,sender_dic,CZ26935040,CZ26935040,1,1,1.0,0,code,2038425,10,0.0,False,False
16,sender_register_id,sender_ic,26935040,26935040,1,1,1.0,0,code,2038425,8,0.0,False,False
17,sender_name,sender_name,MAJT s.r.o.,MAJT s.r.o.,1,1,1.0,0,text,2038425,11,0.0,False,False
18,tax_detail_base,tax_detail_base,2342.00,2342.00,1,1,1.0,0,amount,2038425,7,0.0,False,False
19,tax_detail_tax,tax_detail_tax,491.82,491.82,1,1,1.0,0,amount,2038425,6,0.0,False,False
20,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2038425,2,0.0,False,False
21,total_base,total_amount_base,2342.00,2342.00,1,1,1.0,0,amount,2038425,7,0.0,False,False
22,total_base,total_amount_base,2342.00,2342.00,1,1,1.0,0,amount,2038425,7,0.0,False,False
23,total_due,total_amount_due,2833.82,2833.82,1,1,1.0,0,amount,2038425,7,0.0,False,False
24,total_incl_tax,total_amount_incl_tax,2833.82,2833.82,1,1,1.0,0,amount,2038425,7,0.0,False,False
25,total_rounding,total_amount_rounding,0.00,0.00,1,1,1.0,0,amount,2038425,4,0.0,False,False
26,total_tax,total_amount_tax,491.82,491.82,1,1,1.0,0,amount,2038425,6,0.0,False,False
27,var_sym,var_sym,20030340,20030340,1,1,1.0,0,code,2038425,8,0.0,False,False
0,bank_account,bank_account,0134204869/0300,03000134204869,0,0,0.6896551724137931,9,code,2038426,15,0.6,True,False
1,bic,bic,CEKOCZPP,CEKOCZPP,1,1,1.0,0,code,2038426,8,0.0,False,False
2,currency,currency,CZK,CZK,1,1,1.0,0,misc,2038426,3,0.0,False,False
3,due_date,date_due,2020-05-25,2020-05-25,1,1,1.0,0,date,2038426,10,0.0,False,False
4,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2038426,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-04-30,3004-09-27,0,0,0.5,6,date,2038426,10,0.6,True,False
6,description,description,Obyčejné psaní - standard - ekonomicky,,0,1,0.0,38,text,2038426,38,1.0,False,True
7,iban,iban,CZ0303000000000134204869,CZ0303000000000134204869,1,1,1.0,0,code,2038426,24,0.0,False,False
8,invoice_id,invoice_id,5215139929,č.5215139929,0,1,0.9090909090909091,2,code,2038426,10,0.2,True,False
9,recipient_address,recipient_address,Č . P . 1 516 01 Třebešov-Třebešov,č.P . 1,0,0,0.2926829268292683,28,text,2038426,34,0.8235294117647058,True,False
10,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2038426,10,0.0,False,False
11,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2038426,8,0.0,False,False
12,recipient_name,recipient_name,MATRIX a. s.,MATRIX a . S .,0,0,0.8461538461538461,3,text,2038426,12,0.25,True,False
13,sender_address,sender_address,Politických vězňů 909/4 225 99 Praha 1,225 99 Praha 1,0,1,0.5384615384615384,24,text,2038426,38,0.631578947368421,True,False
14,sender_tax_id,sender_dic,CZ47114983,CZ47114983,1,1,1.0,0,code,2038426,10,0.0,False,False
15,sender_register_id,sender_ic,47114983,47114983,1,1,1.0,0,code,2038426,8,0.0,False,False
16,sender_name,sender_name,"Česká pošta, s.p.,","Česká pošta; s.p.,",0,0,0.9444444444444444,1,text,2038426,18,0.05555555555555555,True,False
17,total_base,total_amount_base,18.00,,0,1,0.0,5,amount,2038426,5,1.0,False,True
18,total_due,total_amount_due,18.00,18.00,1,1,1.0,0,amount,2038426,5,0.0,False,False
19,total_incl_tax,total_amount_incl_tax,18.00,18.00,1,1,1.0,0,amount,2038426,5,0.0,False,False
20,total_tax,total_amount_tax,0.00,,0,1,0.0,4,amount,2038426,4,1.0,False,True
21,var_sym,var_sym,5115144854,5115144854,1,1,1.0,0,code,2038426,10,0.0,False,False
0,bank_account,bank_account,2801597563/2010,2801597563/2010,1,1,1.0,0,code,2038512,15,0.0,False,False
1,currency,currency,CZK,Kd,0,0,0.4,3,misc,2038512,3,1.0,True,False
2,due_date,date_due,2020-05-21,2020-05-21,1,1,1.0,0,date,2038512,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2038512,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2038512,10,0.0,False,False
5,description,description,Fakturujeme Vám za využívání služby wflow.com za období 04/2020,Fakturujeme Vám za využívání služby wflow. '.com za období 04/2020,0,0,0.9767441860465116,3,text,2038512,63,0.047619047619047616,True,False
6,iban,iban,CZ9620100000002801597563,CZ9620100000002801597563,1,1,1.0,0,code,2038512,24,0.0,False,False
7,invoice_id,invoice_id,720200181,720200181,1,1,1.0,0,code,2038512,9,0.0,False,False
8,recipient_address,recipient_address,Klimentská 1207/10 110 00 Praha 1,Klimentská 1207/10,0,1,0.7058823529411765,15,text,2038512,33,0.45454545454545453,True,False
9,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2038512,10,0.0,False,False
10,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,2038512,8,0.0,False,False
11,recipient_name,recipient_name,"Fučík & partneři, s.r.o.",Fučík & partneři; s.r.o.,0,0,0.9583333333333334,1,text,2038512,24,0.041666666666666664,True,False
12,sender_address,sender_address,Bělehradská 858/23 120 00 Praha 2,Bělehradská 858/23,0,1,0.7058823529411765,15,text,2038512,33,0.45454545454545453,True,False
13,sender_tax_id,sender_dic,CZ07212241,CZ07212241,1,1,1.0,0,code,2038512,10,0.0,False,False
14,sender_register_id,sender_ic,07212241,07212241,1,1,1.0,0,code,2038512,8,0.0,False,False
15,sender_name,sender_name,wflow.com Czech Republic s.r.o.,wflow.com Czech Republic s.r.o.,1,1,1.0,0,text,2038512,31,0.0,False,False
16,total_base,total_amount_base,4386.00,4386.00,1,1,1.0,0,amount,2038512,7,0.0,False,False
17,total_due,total_amount_due,5307.06,5307.06,1,1,1.0,0,amount,2038512,7,0.0,False,False
18,total_incl_tax,total_amount_incl_tax,5307.06,5307.06,1,1,1.0,0,amount,2038512,7,0.0,False,False
19,total_tax,total_amount_tax,921.06,921.06,1,1,1.0,0,amount,2038512,6,0.0,False,False
20,var_sym,var_sym,720200181,720200181,1,1,1.0,0,code,2038512,9,0.0,False,False
0,bank_account,bank_account,1015501267/6100,1015501267/6100,1,1,1.0,0,code,2039059,15,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2039059,3,1.0,True,False
2,due_date,date_due,2020-05-25,2020-05-25,1,1,1.0,0,date,2039059,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2039059,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2039059,10,0.0,False,False
5,description,description,Fakturujem vám:,Fakturujem vám:,1,1,1.0,0,text,2039059,15,0.0,False,False
6,invoice_id,invoice_id,2020012,2020012,1,1,1.0,0,code,2039059,7,0.0,False,False
7,recipient_address,recipient_address,Klimentská 1207/10 110 00 Praha 1,110 00 Praha 1,0,1,0.5957446808510638,19,text,2039059,33,0.5757575757575758,True,False
8,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2039059,10,0.0,False,False
9,recipient_register_id,recipient_ic,62915070,62915070,1,1,1.0,0,code,2039059,8,0.0,False,False
10,recipient_name,recipient_name,"Fučík & partneři, s.r.o.","Fučík & partneři, s.r.o.",1,1,1.0,0,text,2039059,24,0.0,False,False
11,sender_address,sender_address,Počernická 351/75 108 00 Praha 10,108 00 Praha 10,0,1,0.625,18,text,2039059,33,0.5454545454545454,True,False
12,sender_tax_id,sender_dic,CZ683182911,CZ683182911,1,1,1.0,0,code,2039059,11,0.0,False,False
13,sender_register_id,sender_ic,72553022,72553022,1,1,1.0,0,code,2039059,8,0.0,False,False
14,sender_name,sender_name,Ing. Michal Scholtz,Ing. Michal Scholtz,1,1,1.0,0,text,2039059,19,0.0,False,False
15,tax_detail_base,tax_detail_base,65165.00,65165.00,1,1,1.0,0,amount,2039059,8,0.0,False,False
16,tax_detail_tax,tax_detail_tax,13685.00,13685.00,1,1,1.0,0,amount,2039059,8,0.0,False,False
17,tax_rate,tax_rate,21,,0,1,0.0,2,misc,2039059,2,1.0,False,True
18,total_base,total_amount_base,65165.00,65165.00,1,1,1.0,0,amount,2039059,8,0.0,False,False
19,total_due,total_amount_due,78850.00,78850.00,1,1,1.0,0,amount,2039059,8,0.0,False,False
20,total_incl_tax,total_amount_incl_tax,78850.00,,0,1,0.0,8,amount,2039059,8,1.0,False,True
21,total_tax,total_amount_tax,13685.00,13685.00,1,1,1.0,0,amount,2039059,8,0.0,False,False
22,var_sym,var_sym,2020012,2020012,1,1,1.0,0,code,2039059,7,0.0,False,False
0,bank_account,bank_account,107-2987500247/0100,107-2987500247/0100,1,1,1.0,0,code,2039217,19,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2039217,3,1.0,True,False
2,due_date,date_due,2020-05-25,2020-05-25,1,1,1.0,0,date,2039217,10,0.0,False,False
3,issue_date,date_issue,2020-05-11,2020-05-11,1,1,1.0,0,date,2039217,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-30,2020-04-30,1,1,1.0,0,date,2039217,10,0.0,False,False
5,description,description,Fakturuji Vám za daňové poradenství poskytnuté během měsíce duben 2020.,Fakturuji Vám za daňové 'poradenství poskytnuté během měsíce duben 2020.,0,0,0.993006993006993,1,text,2039217,71,0.014084507042253521,True,False
6,invoice_id,invoice_id,42020,42020,1,1,1.0,0,code,2039217,5,0.0,False,False
7,recipient_address,recipient_address,"Klimentská 1207/10, 110 00 Praha 1",110 00 Praha 1,0,1,0.5833333333333334,20,text,2039217,34,0.5882352941176471,True,False
8,recipient_tax_id,recipient_dic,CZ62915070,CZ62915070,1,1,1.0,0,code,2039217,10,0.0,False,False
